little more than a frothy vanity project . ,-
"could use a little more humanity , but it never lacks in eye-popping visuals . ",+
"overall , cletis tout is a winning comedy that excites the imagination and tickles the funny bone . ",+
"this is a nervy , risky film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi . ",+
a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal . ,+
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands . ,+
it's the humanizing stuff that will probably sink the film for anyone who doesn't think about percentages all day long . ,-
an unabashedly schmaltzy and thoroughly enjoyable true story . ,+
a little better than sorcerer's stone . ,+
an impenetrable and insufferable ball of pseudo-philosophic twaddle . ,-
"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",-
"a frankenstein mishmash that careens from dark satire to cartoonish slapstick , bartleby performs neither one very well . ",-
it looks much more like a cartoon in the end than the simpsons ever has . ,-
"like a tone-deaf singer at a benefit concert , john q . is a bad movie appearing on behalf of a good cause . ",-
"this is a poster movie , a mediocre tribute to films like them ! ",-
"twenty years later , e . t . is still a cinematic touchstone . ",+
"it's not particularly subtle . . . however , it still manages to build to a terrifying , if obvious , conclusion . ",+
 . . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels . ,-
a film that will enthrall the whole family . ,+
"stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes . ",-
australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place . ,+
"might have been better off as a documentary , with less of mr . eyre's uninspired dramatics and more of his sense of observation and outrage . ",-
"a frustrating 'tweener' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls . ",-
"the film fearlessly gets under the skin of the people involved . . . this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture . ",+
"national lampoon's van wilder may aim to be the next animal house , but it more closely resembles this year's version of tomcats . ",-
"the overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude . ",+
mediocre fable from burkina faso . ,-
"while solondz tries and tries hard , storytelling fails to provide much more insight than the inside column of a torn book jacket . ",-
"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it . ",+
a loving little film of considerable appeal . ,+
"reinforces the often forgotten fact of the world's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes . ",+
the script is a dim-witted pairing of teen-speak and animal gibberish . ,-
this is a shrewd and effective film from a director who understands how to create and sustain a mood . ,+
vividly conveys the shadow side of the 30-year friendship between two english women . ,+
"its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary . ",-
nothing more than a mediocre trifle . ,-
"the lightest , most breezy movie steven spielberg has made in more than a decade . and the positive change in tone here seems to have recharged him . ",+
"when the plot kicks in , the film loses credibility . ",-
"if you want to see a train wreck that you can't look away from , then look no further , because here it is . ",+
"when you think you've figured out bielinsky's great game , that's when you're in the most trouble : he's the con , and you're just the mark . ",+
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing . ,+
"one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating . ",-
it is definitely worth seeing . ,+
"loosely speaking , we're in all of me territory again , and , strictly speaking , schneider is no steve martin . ",-
"this is a smart movie that knows its classical music , knows its freud and knows its sade . ",+
jacquot's tosca is a treat . ,+
"ice age won't drop your jaw , but it will warm your heart , and i'm giving it a strong thumbs up . ",+
"spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects . he just wants them to be part of the action , the wallpaper of his chosen reality . here , thankfully , they are . ",+
"tom shadyac has learned a bit more craft since directing adams , but he still lingers over every point until the slowest viewer grasps it . ",-
"although no pastry is violated , this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success . ",-
the story really has no place to go since simone is not real—she can't provide any conflict . ,-
culkin turns his character into what is basically an anti-harry potter -- right down to the gryffindor scarf . ,-
"as played by ryan gosling , danny is a frighteningly fascinating contradiction . ",+
windtalkers celebrates the human spirit and packs an emotional wallop . ,+
claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications . ,+
characterisation has been sacrificed for the sake of spectacle . ,-
"while the film is not entirely successful , it still manages to string together enough charming moments to work . ",+
my advice is to skip the film and pick up the soundtrack . ,-
"as his circle of friends keeps getting smaller one of the characters in long time dead says 'i'm telling you , this is f * * * ed' . maybe he was reading the minds of the audience . ",-
the problematic characters and overly convenient plot twists foul up shum's good intentions . ,-
"as the princess , sorvino glides gracefully from male persona to female without missing a beat . ben kingsley is truly funny , playing a kind of ghandi gone bad . ",+
"all the pieces fall together without much surprise , but little moments give it a boost . ",+
"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer's star trek vi : the undiscovered country . ",+
"by the end of the movie , you're definitely convinced that these women are spectacular . ",+
tsai may be ploughing the same furrow once too often . ,-
[at least] moore is a real charmer . ,-
"whereas the extremely competent hitman films such as pulp fiction and get shorty resonate a sardonic verve to their caustic purpose for existing , who is cletis tout ? is an inexpressible and drab wannabe looking for that exact niche . ",-
"there's not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm . ",+
"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer . ",+
"daringly perceptive , taut , piercing and feisty , biggie and tupac is undeniably subversive and involving in its bold presentation . ",+
is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ? ,-
a tasty slice of droll whimsy . ,+
"the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him . . . there is never really a true "" us "" versus "" them "" . ",+
"lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings . ",-
"while guzmán frustratingly refuses to give pinochet's crimes a political context , his distance from the material is mostly admirable . ",+
"nonsensical , dull "" cyber-horror "" flick is a grim , hollow exercise in flat scares and bad acting . ",-
perhaps the most annoying thing about who is cletis tout ? is that it's a crime movie made by someone who obviously knows nothing about crime . ,-
"despite engaging offbeat touches , knockaround guys rarely seems interested in kicking around a raison d'etre that's as fresh-faced as its young-guns cast . ",-
sandra bullock's best dramatic performance to date ( is ) almost enough to lift ( this ) thrill-kill cat-and-mouser . . . above its paint-by-numbers plot . ,-
"it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom . ",+
five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before . ,-
brosnan's finest non-bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes . ,-
secret ballot is too contemplative to be really funny . ,-
disjointed parody . ,-
"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject . ",-
"despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of "" lilo "" could have been pulled from a tear-stained vintage shirley temple script . ",+
"a resonant tale of racism , revenge and retribution . ",+
the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism . ,+
"it's fun , splashy and entertainingly nasty . ",+
"the film is a contrivance , as artificial as the video games japanese teens play in a nightclub sequence , but it's an enjoyable one . ",+
"minority report is exactly what the title indicates , a report . ",-
nights feels more like a quickie tv special than a feature film . . . it's not even a tv special you'd bother watching past the second commercial break . ,-
strangely comes off as a kingdom more mild than wild . ,-
ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,-
"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances . ",+
"static , repetitive , muddy and blurry , hey arnold ! would seem to have a lock on the title of ugliest movie of the year . ",-
the plot is romantic comedy boilerplate from start to finish . ,-
how anyone over the age of 2 can stomach the touchy-feely message this preachy produce promotes is beyond us . ,-
"this is as powerful a set of evidence as you'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives . ",+
"mendes still doesn't quite know how to fill a frame . like the hanks character , he's a slow study : the action is stilted and the tabloid energy embalmed . ",-
"this is a picture that maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool . ",-
"this film is not a love letter for the slain rappers , it's a taunt -a call for justice for two crimes from which many of us have not yet recovered . ",+
it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid . ,+
exhilarating but blatantly biased . ,+
"a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries . ",+
a vivid cinematic portrait . ,+
this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party . ,+
"a man leaving the screening said the film was better than saving private ryan . he may have meant the internet short saving ryan's privates . but windtalkers doesn't beat that one , either . ",-
godawful boring slug of a movie . ,-
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film isn't as flippant or slick as it thinks it is . ,-
we have an actor who is great fun to watch performing in a film that is only mildly diverting . ,-
"finally , a genre movie that delivers -- in a couple of genres , no less . ",+
"an engaging , formulaic sports drama that carries a charge of genuine excitement . ",+
"sets animation back 30 years , musicals back 40 years and judaism back at least 50 . ",-
"a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . . it's a worthwhile tutorial in quantum physics and slash-dash",+
too simple for its own good . ,-
it's a movie forged in the fires of chick flick hell . ,-
compellingly watchable . ,+
the problem isn't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball . ,-
"like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely . ",+
jackson is always watchable . ,+
"dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement . ",+
it's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel . . . ,+
big fat liar is just futile silliness looking to tap into the kiddie sensibilities . ,-
the execution is so pedestrian that the most positive comment we can make is that rob schneider actually turns in a pretty convincing performance as a prissy teenage girl . ,-
"for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale . ",-
 . . . a triumph of emotionally and narratively complex filmmaking . ,+
director david jacobson gives dahmer a consideration that the murderer never game his victims . ,+
campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful . ,+
"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is . ",-
"the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie weren't as beautifully shaped and as delicately calibrated in tone as it is . ",+
"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ",+
forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this won't seem like such a bore . ,-
"a miraculous movie , i'm going home is so slight , yet overflows with wisdom and emotion . ",+
"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",-
a sleek advert for youthful anomie that never quite equals the sum of its pretensions . ,-
"while cherish doesn't completely survive its tonal transformation from dark comedy to suspense thriller , it's got just enough charm and appealing character quirks to forgive that still serious problem . ",+
a semi-autobiographical film that's so sloppily written and cast that you cannot believe anyone more central to the creation of bugsy than the caterer had anything to do with it . ,-
the powder blues and sun-splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs . ,+
"a must for fans of british cinema , if only because so many titans of the industry are along for the ride . ",+
easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen . ,+
it's the type of stunt the academy loves : a powerful political message stuffed into an otherwise mediocre film . ,-
"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life . ",-
"as bundy , michael reilly burke ( octopus 2 : river of fear ) has just the right amount of charisma and menace . ",+
i love the way that it took chances and really asks you to take these great leaps of faith and pays off . ,+
"both overstuffed and undernourished . . . the film can't be called a solid success , although there's plenty of evidence here to indicate clooney might have better luck next time . ",-
"the story is lacking any real emotional impact , and the plot is both contrived and cliched . ",-
not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans . ,-
"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love . ",+
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",+
"wedding feels a bit anachronistic . still , not every low-budget movie must be quirky or bleak , and a happy ending is no cinematic sin . ",+
"super troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early zucker brothers/abrahams films , and the decidedly foul stylings of their post-modern contemporaries , the farrelly brothers . ",-
 . . . unbearably lame . ,-
"some movies blend together as they become distant memories . mention "" solaris "" five years from now and i'm sure those who saw it will have an opinion to share . ",+
the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies . . . but the film suffers from its own difficulties . ,+
"this is a terrific character study , a probe into the life of a complex man . ",+
i liked this film a lot . . . ,+
"disney's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem . ",+
"the film's lack of personality permeates all its aspects — from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed . ",-
what was once original has been co-opted so frequently that it now seems pedestrian . ,-
"it's endearing to hear madame d . refer to her husband as 'jackie' -- and he does make for excellent company , not least as a self-conscious performer . ",+
deliciously mean-spirited and wryly observant . ,+
"highlights are the terrific performances by christopher plummer , as the prime villain , and nathan lane as vincent crummles , the eccentric theater company manager . ",+
"the asylum material is gripping , as are the scenes of jia with his family . ",+
"this is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters . ",+
"witty , contemplative , and sublimely beautiful . ",+
"slow , silly and unintentionally hilarious . ",-
"bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made . it's a movie that accomplishes so much that one viewing can't possibly be enough . ",+
"the sort of film that makes me miss hitchcock , but also feel optimistic that there's hope for popular cinema yet . ",+
the film is one of the year's best . ,+
"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ",+
"in addition to hoffman's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday . ",+
"77 minutes of pokemon may not last 4ever , it just seems like it does . my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it . ",-
the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line . ,-
the ring just left me cold and wet like i was out in the seattle drizzle without rainwear . ,-
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services . ,+
i hate this movie,-
"o ótimo esforço do diretor acaba sendo frustrado pelo roteiro , que , depois de levar um bom tempo para colocar a trama em andamento , perde-se de vez a partir do instante em que os estranhos acontecimentos são explicados . ",-
"did no one on the set have a sense of humor , or did they not have the nerve to speak up ? ",-
"a twisty , moody slice of southern gothic . . . ",+
"as spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink . ",-
…passable enough for a shoot-out in the o . k . court house of life type of flick . strictly middle of the road . ,-
"fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care . ",-
[a] rather thinly-conceived movie . ,-
"whatever eyre's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place . ",-
a funny and touching film that is gorgeously acted by a british cast to rival gosford park's . ,+
"focuses on joan's raging hormones and sledgehammers the audience with spanish inquisitions about her "" madness "" so much that i became mad that i wasted 123 minutes and $9 . 50 on this 21st century torture device . ",-
routine and rather silly . ,-
"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed . ",-
excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama . ,+
"highly recommended viewing for its courage , ideas , technical proficiency and great acting . ",+
how inept is serving sara ? it makes even elizabeth hurley seem graceless and ugly . ,-
this is an exercise not in biography but in hero worship . ,-
it's great escapist fun that recreates a place and time that will never happen again . ,+
what could and should have been biting and droll is instead a tepid waste of time and talent . ,-
the movie weighs no more than a glass of flat champagne . ,-
the best film about baseball to hit theaters since field of dreams . ,+
"while this film is not in the least surprising , it is still ultimately very satisfying . think of it as a sort of comfort food for the mind . ",+
you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human . ,+
" . . . post-september 11 , "" the sum of all fears "" seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves . ",-
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,-
there's something not entirely convincing about the quiet american . and that holds true for both the movie and the title character played by brendan fraser . ,-
"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay . ",-
"even if you don't think [kissinger's] any more guilty of criminal activity than most contemporary statesmen , he'd sure make a courtroom trial great fun to watch . ",+
"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other . ",+
"just a kiss wants desperately to come off as a fanciful film about the typical problems of average people . but it is set in a world that is very , very far from the one most of us inhabit . ",-
this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal . ,+
"run , don't walk , to see this barbed and bracing comedy on the big screen . ",+
a movie that the less charitable might describe as a castrated cross between highlander and lolita . ,-
"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel . ",+
at its best . . . festival in cannes bubbles with the excitement of the festival in cannes . ,+
"there is an almost poignant dimension to the way that every major stunt seagal's character . . . performs is shot from behind , as if it could fool us into thinking that we're not watching a double . ",-
"neither as scary-funny as tremors nor demented-funny as starship troopers , the movie isn't tough to take as long as you've paid a matinee price . ",-
a winning and wildly fascinating work . ,+
"about a manga-like heroine who fights back at her abusers , it's energetic and satisfying if not deep and psychological . ",+
"has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal's overweight and out of shape . ",-
will no doubt delight plympton's legion of fans ; others may find 80 minutes of these shenanigans exhausting . ,-
"i saw knockaround guys yesterday , and already the details have faded like photographs from the spanish-american war . . . it's so unmemorable that it turned my ballpoint notes to invisible ink . ",-
"the thriller side of this movie is falling flat , as the stalker doesn't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case . ",-
"it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film . ",+
there's enough melodrama in this magnolia primavera to make pta proud yet director muccino's characters are less worthy of puccini than they are of daytime television . ,-
"a culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling american in europe . ",+
"it's not only dull because we've seen [eddie] murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed . ",-
"just about everyone involved here seems to be coasting . there are a few modest laughs , but certainly no thrills . ",-
"the pairing does sound promising in theory . . . but their lack of chemistry makes eddie murphy and robert deniro in showtime look like old , familiar vaudeville partners . ",-
"the director , with his fake backdrops and stately pacing , never settles on a consistent tone . ",-
"this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout . even as the hero of the story rediscovers his passion in life , the mood remains oddly detached . ",-
"perhaps it's cliche to call the film 'refreshing , ' but it is . 'drumline' shows a level of young , black manhood that is funny , touching , smart and complicated . ",+
"this is the kind of movie that used to be right at home at the saturday matinee , and it still is . ",+
surprisingly powerful and universal . ,+
"jae-eun jeong's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema . ",+
"most haunting about "" fence "" is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen . noyce's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us",+
"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a bad sign . a very bad sign . ",-
"the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator-bashing are consistently delightful . ",+
no film could possibly be more contemptuous of the single female population . ,-
"the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no . 1 drips with style and , at times , blood . ",+
allen shows he can outgag any of those young whippersnappers making moving pictures today . ,+
the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects . ,-
a peculiar misfire that even tunney can't save . ,-
"if not a home run , then at least a solid base hit . ",+
"even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it's waltzed itself into the art film pantheon . ",+
the sort of movie that gives tastelessness a bad rap . ,-
"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest . ",+
"there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity . ",-
"makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place . ",-
for the most part stevens glides through on some solid performances and witty dialogue . ,+
" . . . if you're just in the mood for a fun -- but bad -- movie , you might want to catch freaks as a matinee . ",-
" . . . enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games . ",+
"for once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own . ",+
has a lot of the virtues of eastwood at his best . ,+
"a naturally funny film , home movie makes you crave chris smith's next movie . ",+
the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well . ,-
a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales . ,+
"we could have expected a little more human being , and a little less product . ",-
"in imax in short , it's just as wonderful on the big screen . ",+
sheridan . . . smoothes over sources of conflict that could have lent the film a bit more depth . ,-
"does a good job of establishing a time and place , and of telling a fascinating character's story . ",+
the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone . ,-
"bill morrison's decasia is uncompromising , difficult and unbearably beautiful . ",+
"the script's judgment and sense of weight is way , way off . ",-
"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them . ",-
"bad . very bad . stultifyingly , dumbfoundingly , mind-numbingly bad . ",-
"a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable . ",+
every sequel you skip will be two hours gained . consider this review life-affirming . ,-
"on its own , big trouble could be considered a funny little film . ",+
"unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook . ",-
the film will appeal to discovery channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses . ,+
leaves viewers out in the cold and undermines some phenomenal performances . ,-
"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they've told a nice little story in the process . ",+
it's solid and affecting and exactly as thought-provoking as it should be . ,+
"this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie . ",-
"sly , sophisticated and surprising . ",+
"as quiet , patient and tenacious as mr . lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline . ",+
"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun . ",-
eerily accurate depiction of depression . ,+
does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of richard nixon . ,-
frida's artistic brilliance is undeniable -- it's among the most breathtakingly designed films i've ever seen . ,+
avary's film never quite emerges from the shadow of ellis' book . ,-
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ? ",-
"a drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy . ",+
"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket . ",+
a rarity among recent iranian films : it's a comedy full of gentle humor that chides the absurdity of its protagonist's plight . ,+
"enigma is well-made , but it's just too dry and too placid . ",-
"just what makes us happy , anyway ? ",+
"glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism . ",-
"a movie version of a paint-by-numbers picture . we can tell what it is supposed to be , but can't really call it a work of art . ",-
"a well-done film of a self-reflexive , philosophical nature . ",+
"i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed . ",+
would make an excellent companion piece to the similarly themed 'the french lieutenant's woman . ',+
"a much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian english title would have you believe . ",+
"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level . ",-
"mr . tsai is a very original artist in his medium , and what time is it there ? should be seen at the very least for its spasms of absurdist humor . ",+
[a] poorly executed comedy . ,-
the plot's contrivances are uncomfortably strained . ,-
"throwing in everything except someone pulling the pin from a grenade with his teeth , windtalkers seems to have ransacked every old world war ii movie for overly familiar material . ",-
"infidelity drama is nicely shot , well-edited and features a standout performance by diane lane . ",+
" . . . begins with promise , but runs aground after being snared in its own tangled plot . ",+
"[i]f you've been to more than one indie flick in your life , chances are you've already seen this kind of thing . ",-
"this rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you hadn't seen , which , in this day and age , is of course the point . ",+
there is nothing redeeming about this movie . ,-
curling may be a unique sport but men with brooms is distinctly ordinary . ,-
"while parker and co-writer catherine di napoli are faithful to melville's plotline , they and a fully engaged supporting cast . . . have made the old boy's characters more quick-witted than any english lit major would have thought possible . ",+
the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture,-
"a film of epic scale with an intimate feeling , a saga of the ups and downs of friendships . ",+
the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,+
"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it's geared toward an audience full of masters of both . ",-
"subversive , meditative , clinical and poetic , the piano teacher is a daring work of genius . ",+
you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup . ,-
kapur weighs down the tale with bogus profundities . ,-
i don't even care that there's no plot in this antonio banderas-lucy liu faceoff . it's still terrible ! ,-
"despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this . ",-
"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ",+
"murder by numbers' isn't a great movie , but it's a perfectly acceptable widget . ",+
it's a lovely film with lovely performances by buy and accorsi . ,+
" . . . the film falls back on the same old formula of teen sex , outrageous pranks and scenes designed to push the envelope of bad taste for laughs . ",-
"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . ",-
"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride . ",+
"lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery . ",+
"like shrek , spirit's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world . ",+
the marquis de sade couldn't have been as dull a person as this film makes him out to be . ,-
the trappings of i spy are so familiar you might as well be watching a rerun . ,-
"dreary , highly annoying . . . 'some body' will appeal to no one . ",-
all i can say is fuhgeddaboutit . ,-
"if the tuxedo actually were a suit , it would fit chan like a $99 bargain-basement special . ",-
"a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit's classic mistaken identity farce into brutally labored and unfunny hokum . ",-
"the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema . ",+
what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant . ,+
"a mostly believable , refreshingly low-key and quietly inspirational little sports drama . ",+
"i was feeling this movie until it veered off too far into the exxon zone , and left me behind at the station looking for a return ticket to realism . ",-
"the film is quiet , threatening and unforgettable . ",+
"visually engrossing , seldom hammy , honorably mexican and burns its kahlories with conviction . ",+
"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace . ",-
a gripping drama . ,+
"skins has a right to yawp , and we have a right to our grains of salt . ",-
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ",-
"the movie's messages are quite admirable , but the story is just too clichéd and too often strains credulity . ",-
an absorbing and unsettling psychological drama . ,+
familiar but utterly delightful . ,+
"barney has created a tour de force that is weird , wacky and wonderful . ",+
" . . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags . ",+
